recording,audio_path,s3-key,temp
Timbrefest (Full),/home/pedro/dev/antfood/percussive-gen/data/audio/17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav,17151179_IBM_Leadership_Banking_Timbrefest_MIX_160823_qt.wav,71
Timbrefest (Minimal),/home/pedro/dev/antfood/percussive-gen/data/audio/17151180_IBM_Leadership_Banking_Timbrefest_MUS_OpA_160826_qt.wav,17151180_IBM_Leadership_Banking_Timbrefest_MUS_OpA_160826_qt.wav,71
Breakthrough (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151181_IBM_Watson_Breakthrough_081413_qt.wav,17151181_IBM_Watson_Breakthrough_081413_qt.wav,59
Breeds (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151182_IBM_Watson_Breeds_081413_qt.wav,17151182_IBM_Watson_Breeds_081413_qt.wav,67
Arpa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151183_IBM_Watson_FINANCE_Arpa_081513_qt.wav,17151183_IBM_Watson_FINANCE_Arpa_081513_qt.wav,65
Decca (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151184_IBM_Watson_FINANCE_Decca_081513_qt.wav,17151184_IBM_Watson_FINANCE_Decca_081513_qt.wav,63
Découverte (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151185_IBM_Watson_FINANCE_Decouverte_081513_qt.wav,17151185_IBM_Watson_FINANCE_Decouverte_081513_qt.wav,19
Hutter (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151186_IBM_Watson_Hutter_081413_qt.wav,17151186_IBM_Watson_Hutter_081413_qt.wav,85
Schladge (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151187_IBM_Watson_Schladge_081413_qt.wav,17151187_IBM_Watson_Schladge_081413_qt.wav,26
Walkie Talkie (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151188_IceBreakers_Date_Splits_MUS_151030_qt.wav,17151188_IceBreakers_Date_Splits_MUS_151030_qt.wav,62
Rain Or Shine (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151190_ImaginaryFriends_RainOrShine_MUS_171002_Lib.wav,17151190_ImaginaryFriends_RainOrShine_MUS_171002_Lib.wav,85
Kerning (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151192_INKJOY_Kerning_150914_ForLibrary_qt.wav,17151192_INKJOY_Kerning_150914_ForLibrary_qt.wav,68
Just Like Clockwork (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151193_Instagram_LogoLaunch_MUS_160506_qt.wav,17151193_Instagram_LogoLaunch_MUS_160506_qt.wav,85
Ready To Glide (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151194_JiffyLube_AllLubedUp_MUSIC_160413_qt.wav,17151194_JiffyLube_AllLubedUp_MUSIC_160413_qt.wav,85
Junebugs (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151195_Junebugs_MUS_160805_qt.wav,17151195_Junebugs_MUS_160805_qt.wav,40
Ahoy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151196_Kith_CapnKith_Ahoy_MUS_160922_qt.wav,17151196_Kith_CapnKith_Ahoy_MUS_160922_qt.wav,85
Colonel Chomp (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151197_KITH_CapnKith_ColonelChomp_MUS_160914_qt.wav,17151197_KITH_CapnKith_ColonelChomp_MUS_160914_qt.wav,68
Bridge To Terrakithia (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151198_Kith_CapnKith_KingsOfTheirCastles_MUS_160930_qt.wav,17151198_Kith_CapnKith_KingsOfTheirCastles_MUS_160930_qt.wav,85
Rockawaze (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151200_KITH_CapnKith_Rockawaze_MUS_160914_qt.wav,17151200_KITH_CapnKith_Rockawaze_MUS_160914_qt.wav,76
Jimbo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151201_Lays_Poppables_Jimbo_MUS_170222_qt.wav,17151201_Lays_Poppables_Jimbo_MUS_170222_qt.wav,85
Luke (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151202_Lays_Poppables_Luke_MUS_170217_qt.wav,17151202_Lays_Poppables_Luke_MUS_170217_qt.wav,85
Mmmm (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151203_Lays_Poppables_Mmmm_30_RefMUS_170307_qt.wav,17151203_Lays_Poppables_Mmmm_30_RefMUS_170307_qt.wav,85
Swell Picnic (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151204_Lays_Poppables_SwellPicnic_MUS_170217_qt.wav,17151204_Lays_Poppables_SwellPicnic_MUS_170217_qt.wav,87
Volvelle (A),/home/pedro/dev/antfood/percussive-gen/data/audio/17151205_Lays_Poppables_VolvelleA_MUS_170217_qt.wav,17151205_Lays_Poppables_VolvelleA_MUS_170217_qt.wav,90
Volvelle (B),/home/pedro/dev/antfood/percussive-gen/data/audio/17151206_Lays_Poppables_VolvelleB_MUS_170222_qt.wav,17151206_Lays_Poppables_VolvelleB_MUS_170222_qt.wav,81
Dames (A),/home/pedro/dev/antfood/percussive-gen/data/audio/17151207_Lipton_Cafe_Dames_140129_qt.wav,17151207_Lipton_Cafe_Dames_140129_qt.wav,82
Prune (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151209_Lipton_Cafe_Prune_140128_qt.wav,17151209_Lipton_Cafe_Prune_140128_qt.wav,85
Ice Box (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151217_Magnolia_Instagram_IceBox_170811_LIBRARY_DH.wav,17151217_Magnolia_Instagram_IceBox_170811_LIBRARY_DH.wav,83
Sippy Cup (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151218_Magnolia_Instagram_SippyCup_170811_LIBRARY_np.wav,17151218_Magnolia_Instagram_SippyCup_170811_LIBRARY_np.wav,27
Wallace (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151219_Magnolia_Instagram_Wallace_170811_LIBRARY_PSB.wav,17151219_Magnolia_Instagram_Wallace_170811_LIBRARY_PSB.wav,71
Gunther (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151220_Magnolia_Intro_30s_Gunther_170906_LIBRARY_DH.wav,17151220_Magnolia_Intro_30s_Gunther_170906_LIBRARY_DH.wav,85
Coco (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151221_Magnolia_Intro_Coco_170817_LIBRARY_PSB.wav,17151221_Magnolia_Intro_Coco_170817_LIBRARY_PSB.wav,80
Dapp (No Vox),/home/pedro/dev/antfood/percussive-gen/data/audio/17151222_Magnolia_Intro_Dapp_NoVox_170828_LIBRARY_DH.wav,17151222_Magnolia_Intro_Dapp_NoVox_170828_LIBRARY_DH.wav,85
Dapp (Vox),/home/pedro/dev/antfood/percussive-gen/data/audio/17151223_Magnolia_Intro_Dapp_Vox_170828.1_LIBRARY_DH.aif,17151223_Magnolia_Intro_Dapp_Vox_170828.1_LIBRARY_DH.aif,85
Glitter (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151224_Magnolia_Intro_Glitter_NoVox_170828_LIBRARY_170828_SC.wav,17151224_Magnolia_Intro_Glitter_NoVox_170828_LIBRARY_170828_SC.wav,69
Hop Skip (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151225_Magnolia_Intro_HopSkip_170822_LIBRARY_DH.wav,17151225_Magnolia_Intro_HopSkip_170822_LIBRARY_DH.wav,15
Hop On Top (No Vox),/home/pedro/dev/antfood/percussive-gen/data/audio/17151226_Magnolia_Intro_HopUpTop_170828_qtNoVox.wav,17151226_Magnolia_Intro_HopUpTop_170828_qtNoVox.wav,66
Hurl (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151228_Magnolia_Intro_Hurl_170822_Library_SC.wav,17151228_Magnolia_Intro_Hurl_170822_Library_SC.wav,54
Lamduh (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151229_Magnolia_Intro_Lamduh_170828_LIBRARY_YE.wav,17151229_Magnolia_Intro_Lamduh_170828_LIBRARY_YE.wav,39
Lorimer (Clean),/home/pedro/dev/antfood/percussive-gen/data/audio/17151230_Magnolia_Intro_Lorimer_170818_LIBRARY_YE.wav,17151230_Magnolia_Intro_Lorimer_170818_LIBRARY_YE.wav,77
Lorimer (Dirty),/home/pedro/dev/antfood/percussive-gen/data/audio/17151231_Magnolia_Intro_Lorimer_170824_LIBRARY_YE.wav,17151231_Magnolia_Intro_Lorimer_170824_LIBRARY_YE.wav,77
Sisyphus (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151232_Magnolia_Intro_Sisyphus_170828_PSB.wav,17151232_Magnolia_Intro_Sisyphus_170828_PSB.wav,48
Intro (Together Now),/home/pedro/dev/antfood/percussive-gen/data/audio/17151233_Magnolia_Intro_TogetherNow_170817_LIBRARY_SC.wav,17151233_Magnolia_Intro_TogetherNow_170817_LIBRARY_SC.wav,78
Penarol (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151234_Magnolia_Karaoke_Penarol_170811_LIBRARY_PSB.wav,17151234_Magnolia_Karaoke_Penarol_170811_LIBRARY_PSB.wav,76
Show You My Shoyu (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151235_Magnolia_Karaoke_ShowYouMyShoyu_170831_LIBRARY_YE.wav,17151235_Magnolia_Karaoke_ShowYouMyShoyu_170831_LIBRARY_YE.wav,85
Hansel (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151238_Magnolia_MV2_Hansel_170918_LIBRARY_YE.wav,17151238_Magnolia_MV2_Hansel_170918_LIBRARY_YE.wav,65
Boost (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151239_Magnolia_Sneakers_Boost_MUS_171006_LIBRARY_DH.wav,17151239_Magnolia_Sneakers_Boost_MUS_171006_LIBRARY_DH.wav,22
Dauphin (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151240_Magnolia_Sneakers_Dauphin_170810.3_np.aif,17151240_Magnolia_Sneakers_Dauphin_170810.3_np.aif,29
Flatbed (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151241_Magnolia_Sneakers_Flatbed_170810_LIBRARY_DH.wav,17151241_Magnolia_Sneakers_Flatbed_170810_LIBRARY_DH.wav,61
Gretel (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151243_Magnolia_Sneakers_Gretel_LIBRARY_170918_YE.wav,17151243_Magnolia_Sneakers_Gretel_LIBRARY_170918_YE.wav,73
Uptown Grail (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151244_Magnolia_Sneakers_UptownGrail_170810_LIB.wav,17151244_Magnolia_Sneakers_UptownGrail_170810_LIB.wav,78
Uptown Grail (Piano),/home/pedro/dev/antfood/percussive-gen/data/audio/17151245_Magnolia_Sneakers_UptownGrail_170814_LIB2.wav,17151245_Magnolia_Sneakers_UptownGrail_170814_LIB2.wav,78
Ads (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151247_Mailchimp_FacebookAds_MUS_170125_qt.wav,17151247_Mailchimp_FacebookAds_MUS_170125_qt.wav,42
Applica (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151248_MailChimp_FilmParty_Applica_170914_PSB.wav,17151248_MailChimp_FilmParty_Applica_170914_PSB.wav,32
Cerveau (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151249_MailChimp_FilmParty_Cerveau_MUS_170914_SC.wav,17151249_MailChimp_FilmParty_Cerveau_MUS_170914_SC.wav,61
Doo The Fiddle (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151250_MailChimp_FilmParty_DooTheFiddle_170914_2p_WB.wav,17151250_MailChimp_FilmParty_DooTheFiddle_170914_2p_WB.wav,85
Doo The Wopz (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/MailChimp_FilmParty_DooTheWopz_Original_221128_E_87_3-4_WB_NXT.wav,MailChimp_FilmParty_DooTheWopz_Original_221128_E_87_3-4_WB_NXT.wav,85
Encyclophilia (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151252_MailChimp_FilmParty_Encyclophilia_MUS_170914_SC.wav,17151252_MailChimp_FilmParty_Encyclophilia_MUS_170914_SC.wav,81
Fresh Freddie (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151254_MailChimp_FilmParty_FreshFreddie_170914_2p_WB.wav,17151254_MailChimp_FilmParty_FreshFreddie_170914_2p_WB.wav,85
Gallow (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151255_MailChimp_FilmParty_Gallow_170914_PSB.wav,17151255_MailChimp_FilmParty_Gallow_170914_PSB.wav,30
Grunion (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151256_MailChimp_FilmParty_Grunion_MUS_170914_SC.wav,17151256_MailChimp_FilmParty_Grunion_MUS_170914_SC.wav,89
Kappa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/MailChimp_FilmParty_Kappa_Original_170914_D_110_4-4_SC.wav,MailChimp_FilmParty_Kappa_Original_170914_D_110_4-4_SC.wav,73
Paisley Party (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/MailChimp_FilmPartyPitch_PaisleyParty_Original_170914_E_150_3-4_SC.wav,MailChimp_FilmPartyPitch_PaisleyParty_Original_170914_E_150_3-4_SC.wav,33
Pirouette Silhouette (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151259_MailChimp_FilmParty_PirouetteSilhouette_MUS_170914_YE.wav,17151259_MailChimp_FilmParty_PirouetteSilhouette_MUS_170914_YE.wav,38
Salsa Recipe (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151260_MailChimp_FilmParty_SalsaRecipe_MUS_170914_YE.wav,17151260_MailChimp_FilmParty_SalsaRecipe_MUS_170914_YE.wav,80
Your Civic Duty (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151261_MailChimp_FilmParty_YourCivicDuty_MUS_170914_YE.wav,17151261_MailChimp_FilmParty_YourCivicDuty_MUS_170914_YE.wav,85
Fail Blimp (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151262_MailChimp_KaleLimp_FailBlimp_MUS_170104_qt.wav,17151262_MailChimp_KaleLimp_FailBlimp_MUS_170104_qt.wav,15
Floabuola (Goof Bass),/home/pedro/dev/antfood/percussive-gen/data/audio/17151263_MailChimp_KaleLimp_Floabuola_ALT_MUS_170106_qt.wav,17151263_MailChimp_KaleLimp_Floabuola_ALT_MUS_170106_qt.wav,48
Floabuola (Synth Bass),/home/pedro/dev/antfood/percussive-gen/data/audio/17151264_MailChimp_KaleLimp_Floabuola_SynthBass_MUS_170106_qt.wav,17151264_MailChimp_KaleLimp_Floabuola_SynthBass_MUS_170106_qt.wav,48
Garnish (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151265_MailChimp_KaleLimp_Garnish_MUS_170104_qt.wav,17151265_MailChimp_KaleLimp_Garnish_MUS_170104_qt.wav,26
Regal Beagle (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151266_MailChimp_KaleLimp_RegalBeagle_MUS_170104_qt.wav,17151266_MailChimp_KaleLimp_RegalBeagle_MUS_170104_qt.wav,78
Venus (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151267_MailChimp_KaleLimp_Venus_MUS_170104_qt.wav,17151267_MailChimp_KaleLimp_Venus_MUS_170104_qt.wav,61
Steel (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151274_Massy_Uncomplicate_Steel_140606_qt.wav,17151274_Massy_Uncomplicate_Steel_140606_qt.wav,85
Antipodes (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151275_McDs_AlwaysWorking_Antipodes_160225_qt.wav,17151275_McDs_AlwaysWorking_Antipodes_160225_qt.wav,85
Belay (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151282_MercedesBenz_GripByBrip_Belay_150812_qt.wav,17151282_MercedesBenz_GripByBrip_Belay_150812_qt.wav,47
Terror Dome (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151283_Mirinda_Kaiju_TerrorDome_NoVox_160216_qt.wav,17151283_Mirinda_Kaiju_TerrorDome_NoVox_160216_qt.wav,47
Plural (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151284_Mirinda_MultiFruitTV_Plural_160208_qt.wav,17151284_Mirinda_MultiFruitTV_Plural_160208_qt.wav,62
Wilin Out (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151285_Mirinda_Orange_TV_MOULINROUGE_WilinOut_160122_qt.wav,17151285_Mirinda_Orange_TV_MOULINROUGE_WilinOut_160122_qt.wav,60
Summer Jam (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151286_Mirinda_Orange_TV_POOL_SummerJam_160122_qt.wav,17151286_Mirinda_Orange_TV_POOL_SummerJam_160122_qt.wav,46
Random Lazer (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151287_Mirinda_OrangePlastic_MoulinRouge_RandomLazer_160217_4pm_qt.wav,17151287_Mirinda_OrangePlastic_MoulinRouge_RandomLazer_160217_4pm_qt.wav,61
Dance Fireworks (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151288_Mirinda_OrangePlastic_Pool_DanceFireworks_160217_4pm_qt.wav,17151288_Mirinda_OrangePlastic_Pool_DanceFireworks_160217_4pm_qt.wav,43
Robo Thug (Electronic Drums),/home/pedro/dev/antfood/percussive-gen/data/audio/17151302_Mirinda_TV_MultiFruit_RoboThug_160217_qt.wav,17151302_Mirinda_TV_MultiFruit_RoboThug_160217_qt.wav,38
Robo Thug (Acoustic Drums),/home/pedro/dev/antfood/percussive-gen/data/audio/17151303_Mirinda_TV_MultiFruit_RoboThug_160219_qt.wav,17151303_Mirinda_TV_MultiFruit_RoboThug_160219_qt.wav,74
Fancy Shoes (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151306_Mirinda_TV_Multifruit_Section2_FancyShoes_OpB_160222_qt.wav,17151306_Mirinda_TV_Multifruit_Section2_FancyShoes_OpB_160222_qt.wav,54
Seigi (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151307_Mirinda_TV_MultiFruit_Seigi_160208_qt.wav,17151307_Mirinda_TV_MultiFruit_Seigi_160208_qt.wav,39
Ball Pit Beatnik (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151308_Mirinda_TV_Orange_BallPitBeatnik_15_160222_qt.wav,17151308_Mirinda_TV_Orange_BallPitBeatnik_15_160222_qt.wav,45
Midnight Swing (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151310_Mirinda_TV_Section3_MidnightSwing_160222_qt.wav,17151310_Mirinda_TV_Section3_MidnightSwing_160222_qt.wav,83
Around The Corner (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151311_Morton_AroundTheCorner_MUS_151204_qt.wav,17151311_Morton_AroundTheCorner_MUS_151204_qt.wav,87
Chuck (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151312_MountainDew_Refreshing_Chuck_1470901_LIBRARY_DH.wav,17151312_MountainDew_Refreshing_Chuck_1470901_LIBRARY_DH.wav,74
Green Envy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151313_MountainDew_Refreshing_GreenEnvy_170905_LIBRARY_PedroB.wav,17151313_MountainDew_Refreshing_GreenEnvy_170905_LIBRARY_PedroB.wav,43
Jonah (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151314_MountainDew_Refreshing_Jonah_LIBRARY_170706_PSB.wav,17151314_MountainDew_Refreshing_Jonah_LIBRARY_170706_PSB.wav,79
Sceptre (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151315_MountainDew_Refreshing_Sceptre_170710_LIBRARY_SC.wav,17151315_MountainDew_Refreshing_Sceptre_170710_LIBRARY_SC.wav,11
Thirst Burst (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151316_MountainDew_Refreshing_ThirstBurst_170829_LIBRARY_YE.wav,17151316_MountainDew_Refreshing_ThirstBurst_170829_LIBRARY_YE.wav,69
Thunder Clap (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151317_MountainDew_Refreshing_ThunderClap_170901_LIBRARY_DH.wav,17151317_MountainDew_Refreshing_ThunderClap_170901_LIBRARY_DH.wav,74
Wild Wild (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151318_MountainDew_Refreshing_WildWild_170713_LIBRARY_YE.wav,17151318_MountainDew_Refreshing_WildWild_170713_LIBRARY_YE.wav,70
Ablebodies (60s),/home/pedro/dev/antfood/percussive-gen/data/audio/NCTA_OnwardInternet_Ablebodies_60s_141029_D_4-4_160_WB.wav,NCTA_OnwardInternet_Ablebodies_60s_141029_D_4-4_160_WB.wav,88
So Cool (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151320_NickJr_GAPitch_SoCool_170224_qt.wav,17151320_NickJr_GAPitch_SoCool_170224_qt.wav,89
Hawkins (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151321_NOLS_AnnButler_Hawkins_MUS_170321_qt.wav,17151321_NOLS_AnnButler_Hawkins_MUS_170321_qt.wav,85
Coleman (Synth),/home/pedro/dev/antfood/percussive-gen/data/audio/17151322_NOLS_BenGallegos_Coleman_170224_qt.wav,17151322_NOLS_BenGallegos_Coleman_170224_qt.wav,85
Coleman (Acoustic),/home/pedro/dev/antfood/percussive-gen/data/audio/17151323_NOLS_BenGallegos_Part1_MUS_Coleman_Op1_170303_qt.wav,17151323_NOLS_BenGallegos_Part1_MUS_Coleman_Op1_170303_qt.wav,81
Carmen (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151325_NOLS_BenGallegos_Part2_MUS_Carmen_170307_qt.wav,17151325_NOLS_BenGallegos_Part2_MUS_Carmen_170307_qt.wav,85
Marmot (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151326_NOLS_ChrisWhitemore_Marmot_MUS_170317_qt.wav,17151326_NOLS_ChrisWhitemore_Marmot_MUS_170317_qt.wav,85
Parasol (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151327_NOLS_FatoumataDoumbia_Parasol_MUS_170424_qt.wav,17151327_NOLS_FatoumataDoumbia_Parasol_MUS_170424_qt.wav,86
Stridulate (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151328_NOLS_FatoumataDoumbia_Stridulate_MUS_170424_qt.wav,17151328_NOLS_FatoumataDoumbia_Stridulate_MUS_170424_qt.wav,86
Nemo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151329_NOLS_TyrheeMoore_Nemo_MUS_170320_qt.wav,17151329_NOLS_TyrheeMoore_Nemo_MUS_170320_qt.wav,82
You're The Puppet (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151331_NoMeansYes_YoureThePuppet_161020_qt.wav,17151331_NoMeansYes_YoureThePuppet_161020_qt.wav,15
Grab Em By The Potus (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151332_NoMeansYesPAC_GrabEmByThePotus_Op1_161021_qt.wav,17151332_NoMeansYesPAC_GrabEmByThePotus_Op1_161021_qt.wav,68
Atolis (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151334_NYT_RealEstateApp_Atolis_150317_qt.wav,17151334_NYT_RealEstateApp_Atolis_150317_qt.wav,85
Vestibule (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151335_NYT_RealEstateApp_Vestibule_150317_qt.wav,17151335_NYT_RealEstateApp_Vestibule_150317_qt.wav,85
Nerves (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151343_Oooredoo_Nerves_NoLIM_151016_qt.wav,17151343_Oooredoo_Nerves_NoLIM_151016_qt.wav,82
Alias (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151347_Ooredoo_Messi_Alias_151016_qt.wav,17151347_Ooredoo_Messi_Alias_151016_qt.wav,63
Wick (Arabic 30s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151348_Ooredoo_Messi_Arabic30_MUS_151223_qt.wav,17151348_Ooredoo_Messi_Arabic30_MUS_151223_qt.wav,61
Wick (Arabic 60s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151349_Ooredoo_Messi_Arabic60_151223_MUS_qt.wav,17151349_Ooredoo_Messi_Arabic60_151223_MUS_qt.wav,59
Dalt n Peppa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151350_Ooredoo_Messi_DaltnPeppa_151016_qt.wav,17151350_Ooredoo_Messi_DaltnPeppa_151016_qt.wav,85
Messy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151351_Ooredoo_Messi_Indonesian30_MUS_151223_qt.wav,17151351_Ooredoo_Messi_Indonesian30_MUS_151223_qt.wav,58
Suckerpunch (Vox),/home/pedro/dev/antfood/percussive-gen/data/audio/17151353_Ooredoo_Messi_Suckerpunch_151016_op2_qt.wav,17151353_Ooredoo_Messi_Suckerpunch_151016_op2_qt.wav,45
Suckerpunch (NoVox),/home/pedro/dev/antfood/percussive-gen/data/audio/17151354_Ooredoo_Messi_Suckerpunch_170706_NoVox_qt.wav,17151354_Ooredoo_Messi_Suckerpunch_170706_NoVox_qt.wav,45
Untouchable (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151355_Ooredoo_Messi_Untouchable_151016_qt.wav,17151355_Ooredoo_Messi_Untouchable_151016_qt.wav,44
Molly O'Connell (Instrumental),/home/pedro/dev/antfood/percussive-gen/data/audio/17151356_Ooredoo_MollyOConnell_Instrumental_151015_7PM_qt.wav,17151356_Ooredoo_MollyOConnell_Instrumental_151015_7PM_qt.wav,77
Molly O'Connell (Low Rap),/home/pedro/dev/antfood/percussive-gen/data/audio/17151357_Ooredoo_MollyOConnell_LowRap_151015_7PM_qt.wav,17151357_Ooredoo_MollyOConnell_LowRap_151015_7PM_qt.wav,77
Molly O'Connell (Rap),/home/pedro/dev/antfood/percussive-gen/data/audio/17151358_Ooredoo_MollyOConnell_WhiteRap_151015_7PM_qt.wav,17151358_Ooredoo_MollyOConnell_WhiteRap_151015_7PM_qt.wav,77
Willow Whisper (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151364_Orbit_Bench_WillowWhisper_170517_qt.wav,17151364_Orbit_Bench_WillowWhisper_170517_qt.wav,61
Darephin (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151366_Orbit_Lion_Darephin_MUS_170517_qt.wav,17151366_Orbit_Lion_Darephin_MUS_170517_qt.wav,56
Entrance of the Gladiators (Carnivalia),/home/pedro/dev/antfood/percussive-gen/data/audio/17151368_Orbit_SoftChewStories_Lion_Carnivalia_MUS_170420_qt.wav,17151368_Orbit_SoftChewStories_Lion_Carnivalia_MUS_170420_qt.wav,85
Franconia (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151376_Orbit_SoftChewStories_Vespa_Franconia_MUS_170331_qt.wav,17151376_Orbit_SoftChewStories_Vespa_Franconia_MUS_170331_qt.wav,67
High School Sweetheart (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151378_Orbit_SoftChewStories_Vespa_HighSchoolSweetheart_MUS_170331_qt.wav,17151378_Orbit_SoftChewStories_Vespa_HighSchoolSweetheart_MUS_170331_qt.wav,78
Moffett (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151380_Orbit_SoftChewStories_Vespa_Moffett_MUS_170331_qt.wav,17151380_Orbit_SoftChewStories_Vespa_Moffett_MUS_170331_qt.wav,81
Bracelets (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151382_Orbit_SoftChewStroies_Bench_Bracelets_170420_qt.wav,17151382_Orbit_SoftChewStroies_Bench_Bracelets_170420_qt.wav,61
